Carrier,Tons,Commodity,Customers,Date
CSL,28933,SALT,Windsor Salt,10/9/2019
LLT,18000,STONE,Lafarge ,10/9/2019
LLT,22000,COKE,Algoma Steel,10/10/2019
CSL,29774,SALT,Sifto,10/10/2019
ALGOMA,29500,SALT,Sifto,10/10/2019
CSL,25260,SALT,Windsor Salt,10/10/2019
CSL,61937,ORE,Stelco,10/10/2019
LLT,26000,STONE,Lafarge ,10/10/2019
ALGOMA,27500,GRAIN,Cargill,10/10/2019
CSL,25075,GRAIN,G3,10/11/2019
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),10/11/2019
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),10/11/2019
LLT,18000,STONE,Lafarge ,10/11/2019
ALGOMA,28500,STONE,Arcelor Mittal (QCM),10/11/2019
LLT,24000,GRAIN,Hansen Mueller,10/12/2019
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),10/12/2019
CSL,38141,ILMENITE ORE,QIT,10/12/2019
ALGOMA,25000,SALT,Sifto,10/12/2019
LLT,18000,SLAG,Lafarge ,10/12/2019
ALGOMA,26500,ORE,Arcelor Mittal (Dofasco),10/12/2019
ALGOMA,29500,ORE,Arcelor Mittal (USA),10/13/2019
ALGOMA,28300,GRAIN,G3,10/13/2019
ALGOMA,29500,GYPSUM,St Mary's,10/13/2019
CSL,23734,ORE,Stelco,10/13/2019
LLT,26000,ORE,Algoma Steel,10/13/2019
CSL,29015,SALT,Windsor Salt,10/13/2019
ALGOMA,27500,SLAG,Lafarge ,10/13/2019
ALGOMA,29500,GRAIN,Cargill,10/13/2019
ALGOMA,29500,STONE,Lafarge ,10/14/2019
ALGOMA,27900,SLAG,Lafarge ,10/14/2019
ALGOMA,28800,ORE,Arcelor Mittal (USA),10/14/2019
CSL,26616,COKE,Koch,10/14/2019
CSL,24641,COAL,Stelco,10/14/2019
CSL,27103,STONE,SWS,10/14/2019
CSL,30497,GRAIN,Viterra,10/15/2019
LLT,22000,SALT,Windsor Salt,10/15/2019
LLT,18000,STONE,Lafarge ,10/15/2019
CSL,25579,GRAIN,Viterra,10/15/2019
CSL,26076,SALT,Windsor Salt,10/15/2019
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),10/15/2019
ALGOMA,29500,SALT,Sifto,10/16/2019
LLT,24000,COAL,Lafarge ,10/16/2019
LLT,18000,SLAG,Lafarge ,10/16/2019
ALGOMA,29500,GRAIN,Cargill,10/17/2019
CSL,22842,OTHER,IMI,10/17/2019
LLT,26000,ORE,Algoma Steel,10/17/2019
ALGOMA,25000,SALT,Sifto,10/17/2019
LLT,22000,STONE,Ontario Trap Rock,10/18/2019
ALGOMA,29500,SALT,Sifto,10/18/2019
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),10/18/2019
ALGOMA,29650,GRAIN,Richardson,10/18/2019
CSL,29527,COKE,Lehigh,10/18/2019
CSL,26540,OTHER,St Mary's,10/18/2019
CSL,30082,GRAIN,Viterra,10/18/2019
CSL,31800,STONE,Lafarge ,10/18/2019
ALGOMA,27500,COAL,Arcelor Mittal (Dofasco),10/19/2019
ALGOMA,29704,GRAIN,Cargill,10/19/2019
ALGOMA,27500,GRAIN,Cargill,10/19/2019
CSL,30467,SALT,Sifto,10/19/2019
CSL,30973,ORE,USS,10/19/2019
CSL,25075,GRAIN,Viterra,10/19/2019
LLT,22000,GRAIN,ADM Agri,10/19/2019
LLT,18000,GRAIN,P & H,10/19/2019
ALGOMA,28500,ORE,Arcelor Mittal (QCM),10/19/2019
LLT,22000,STONE,SWS,10/19/2019
CSL,29091,SALT,Windsor Salt,10/20/2019
LLT,22000,STONE,Lafarge ,10/20/2019
ALGOMA,26500,SALT,Sifto,10/20/2019
CSL,66624,ORE,Stelco,10/20/2019
ALGOMA,25000,SALT,Sifto,10/20/2019
LLT,18000,GRAIN,ADM Milling,10/20/2019
LLT,22000,STONE,SWS,10/21/2019
ALGOMA,29500,POTASH,Mosaic,10/21/2019
LLT,22000,GRAIN,Hansen Mueller,10/21/2019
CSL,22000,GRAIN,ADM Milling,10/21/2019
CSL,25864,SALT,Windsor Salt,10/21/2019
CSL,27184,SALT,Windsor Salt,10/22/2019
LLT,22000,GRAIN,P & H,10/22/2019
CSL,62100,ORE,Stelco,10/22/2019
CSL,29200,SALT,Import Salt,10/22/2019
CSL,23784,SALT,Sifto,10/22/2019
LLT,24000,SALT,Import Salt,10/23/2019
ALGOMA,25000,STONE,Ontario Trap Rock,10/23/2019
CSL,28215,COAL,Stelco,10/24/2019
ALGOMA,27500,SLAG,CRH,10/24/2019
ALGOMA,28300,ORE,Arcelor Mittal (Sidbec),10/24/2019
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),10/24/2019
ALGOMA,27900,SALT,Sifto,10/24/2019
CSL,38999,ILMENITE ORE,QIT,10/24/2019
CSL,27072,OTHER,St Mary's,10/24/2019
ALGOMA,29500,SALT,Sifto,10/24/2019
ALGOMA,29500,COAL,Koch,10/24/2019
CSL,31746,STONE,Lafarge ,10/25/2019
ALGOMA,27500,GRAIN,Cargill,10/25/2019
LLT,22000,COKE,Algoma Steel,10/25/2019
ALGOMA,29500,ORE,Arcelor Mittal (USA),10/25/2019
ALGOMA,29500,COAL,Teck,10/25/2019
CSL,33251,STONE,Mariner Towing ,10/25/2019
CSL,28157,GRAIN,Sollio,10/25/2019
LLT,22000,GRAIN,Cargill,10/26/2019
ALGOMA,26500,SAND,Lakeshore Sand,10/26/2019
CSL,29956,SALT,Import Salt,10/26/2019
CSL,24622,GRAIN,Viterra,10/26/2019
ALGOMA,25000,SALT,Sifto,10/27/2019
CSL,27025,STONE,SWS,10/27/2019
LLT,25200,GRAIN,Richardson,10/27/2019
LLT,18000,STONE,Lafarge ,10/27/2019
ALGOMA,28500,GRAIN,Louis Dreyfus,10/27/2019
ALGOMA,28800,SLAG,Lafarge ,10/28/2019
CSL,24523,SALT,Windsor Salt,10/28/2019
CSL,26005,STONE,Lafarge ,10/28/2019
CSL,28948,COAL,Stelco,10/28/2019
ALGOMA,25000,STONE,Lafarge ,10/28/2019
CSL,26024,ORE,USS,10/28/2019
CSL,30380,GYPSUM,IMI,10/28/2019
ALGOMA,27500,COAL,AK Steel,10/29/2019
ALGOMA,28100,GRAIN,G3,10/29/2019
ALGOMA,29500,COAL,Algoma Steel,10/29/2019
LLT,18000,STONE,Lafarge ,10/29/2019
CSL,28756,SALT,Windsor Salt,10/29/2019
CSL,30364,GRAIN,Viterra,10/29/2019
ALGOMA,29500,SALT,Sifto,10/30/2019
ALGOMA,29704,ORE,Arcelor Mittal (Dofasco),10/30/2019
ALGOMA,28300,GRAIN,G3,10/30/2019
CSL,26091,GRAIN,Viterra,10/30/2019
LLT,18000,STONE,Lafarge ,10/31/2019
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),10/31/2019
ALGOMA,27900,COAL,Lafarge ,10/31/2019
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),10/31/2019
CSL,27471,GYPSUM,Vinland,10/31/2019
CSL,27982,GYPSUM,IMI,10/31/2019
ALGOMA,25000,SALT,Cargill,10/31/2019
ALGOMA,26500,SLAG,Arcelor Mittal (USA),11/1/2019
LLT,24000,STONE,Lafarge ,11/1/2019
LLT,22000,COAL,Algoma Steel,11/1/2019
CSL,19016,GRAIN,ADM Milling,11/1/2019
ALGOMA,29500,SALT,Sifto,11/2/2019
CSL,28969,SALT,Windsor Salt,11/2/2019
ALGOMA,29500,GRAIN,Richardson,11/2/2019
ALGOMA,29500,COKE,Lafarge ,11/2/2019
LLT,18000,STONE,Lafarge ,11/2/2019
CSL,29885,SLAG,Lehigh,11/2/2019
ALGOMA,28500,STONE,Arcelor Mittal (QCM),11/2/2019
LLT,22000,GRAIN,ADM Agri,11/2/2019
CSL,36243,ILMENITE ORE,QIT,11/2/2019
CSL,30205,COKE,RTSA,11/3/2019
LLT,24000,STONE,Ontario Trap Rock,11/3/2019
LLT,22000,STONE,Ontario Trap Rock,11/3/2019
ALGOMA,29500,SLAG,CRH,11/3/2019
CSL,40583,ILMENITE ORE,QIT,11/3/2019
LLT,18000,STONE,Lafarge ,11/4/2019
ALGOMA,27500,COAL,Arcelor Mittal (Dofasco),11/4/2019
CSL,29051,SLAG,St Mary's,11/4/2019
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),11/4/2019
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),11/4/2019
CSL,28433,GRAIN,Cargill,11/5/2019
CSL,26177,SALT,Windsor Salt,11/5/2019
ALGOMA,29500,STONE,Arcelor Mittal (QCM),11/5/2019
ALGOMA,25000,SALT,Cargill,11/5/2019
ALGOMA,29500,SALT,Sifto,11/5/2019
CSL,30006,SALT,Sifto,11/5/2019
CSL,33024,STONE,Mariner Towing ,11/5/2019
LLT,18000,GRAIN,ADM Milling,11/5/2019
CSL,0,GRAIN,G3,11/5/2019
LLT,22000,STONE,Lafarge ,11/6/2019
ALGOMA,27900,COAL,Lafarge ,11/6/2019
LLT,18000,STONE,Lafarge ,11/6/2019
ALGOMA,27500,GRAIN,Cargill,11/6/2019
ALGOMA,29650,GRAIN,Cargill,11/6/2019
LLT,22000,STONE,Lafarge ,11/6/2019
LLT,22000,STONE,Lafarge ,11/6/2019
ALGOMA,28800,ORE,Cliffs Inc.,11/7/2019
ALGOMA,29704,GRAIN,Cargill,11/7/2019
CSL,15353,OTHER,St Mary's,11/7/2019
CSL,28351,COAL,Stelco,11/7/2019
LLT,18000,STONE,Lafarge ,11/7/2019
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),11/7/2019
CSL,28228,GRAIN,Cargill,11/8/2019
LLT,22000,STONE,SWS,11/8/2019
LLT,24000,SALT,Import Salt,11/8/2019
ALGOMA,29500,SALT,Sifto,11/9/2019
ALGOMA,26500,STONE,Lafarge ,11/9/2019
CSL,66320,ORE,Stelco,11/9/2019
ALGOMA,27500,COAL,AK Steel,11/9/2019
ALGOMA,29500,SALT,Sifto,11/9/2019
LLT,18000,STONE,Lafarge ,11/9/2019
ALGOMA,25000,SALT,Cargill,11/10/2019
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),11/10/2019
CSL,28550,COAL,Stelco,11/10/2019
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),11/11/2019
LLT,22000,SALT,Sifto,11/11/2019
CSL,28993,SALT,Windsor Salt,11/11/2019
CSL,25104,GRAIN,Viterra,11/11/2019
CSL,25273,COKE,Pac Basin,11/11/2019
LLT,25200,GRAIN,Richardson,11/11/2019
LLT,18000,STONE,Lafarge ,11/12/2019
CSL,23978,ORE,Stelco,11/12/2019
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),11/12/2019
ALGOMA,29500,COAL,Algoma Steel,11/12/2019
LLT,22000,STONE,Ontario Trap Rock,11/12/2019
ALGOMA,28100,GRAIN,Richardson,11/12/2019
ALGOMA,26500,STONE,SWS,11/12/2019
CSL,36381,ILMENITE ORE,QIT,11/12/2019
CSL,44282,SLAG,IMI,11/12/2019
CSL,27209,ORE,Stelco,11/12/2019
ALGOMA,28300,ORE,Arcelor Mittal (Dofasco),11/13/2019
ALGOMA,29650,GRAIN,Louis Dreyfus,11/13/2019
ALGOMA,29500,STONE,Lafarge ,11/13/2019
ALGOMA,29500,SALT,Sifto,11/13/2019
CSL,34521,ORE,Stelco,11/13/2019
CSL,30679,GRAIN,G3,11/13/2019
CSL,30439,COAL,Stelco,11/13/2019
LLT,18000,STONE,SWS,11/13/2019
CSL,26641,GYPSUM,CertainTeed,11/14/2019
ALGOMA,27500,SLAG,CRH,11/14/2019
ALGOMA,25000,SALT,Cargill,11/14/2019
ALGOMA,28500,STONE,McInnis,11/14/2019
CSL,28048,GYPSUM,IMI,11/14/2019
LLT,22000,STONE,Lafarge ,11/14/2019
LLT,22000,GRAIN,ADM Agri,11/14/2019
LLT,22000,SALT,Windsor Salt,11/15/2019
ALGOMA,29500,GRAIN,Richardson,11/15/2019
CSL,16360,COKE,Import Salt,11/15/2019
ALGOMA,26500,SALT,Sifto,11/15/2019
CSL,26136,SALT,Windsor Salt,11/15/2019
CSL,29131,SALT,Windsor Salt,11/15/2019
ALGOMA,29500,ORE,Arcelor Mittal (USA),11/16/2019
ALGOMA,27900,COAL,Lafarge ,11/16/2019
LLT,22000,COAL,Algoma Steel,11/16/2019
ALGOMA,29500,SALT,Sifto,11/16/2019
CSL,25764,SALT,Windsor Salt,11/17/2019
CSL,39054,ILMENITE ORE,QIT,11/17/2019
ALGOMA,29500,COAL,Teck,11/18/2019
ALGOMA,28800,ORE,Arcelor Mittal (USA),11/18/2019
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),11/18/2019
ALGOMA,27500,COAL,St Mary's,11/18/2019
LLT,18000,SALT,Sifto,11/18/2019
ALGOMA,25000,SALT,Sifto,11/18/2019
ALGOMA,29500,SALT,Sifto,11/19/2019
ALGOMA,28300,GRAIN,G3,11/19/2019
LLT,22000,GRAIN,P & H,11/19/2019
CSL,30063,SALT,Windsor Salt,11/19/2019
CSL,21680,SALT,Windsor Salt,11/19/2019
ALGOMA,26500,SALT,Sifto,11/19/2019
ALGOMA,29704,GRAIN,Cargill,11/19/2019
CSL,31005,ORE,USS,11/19/2019
LLT,18000,GRAIN,Richardson,11/19/2019
CSL,27034,COAL,Stelco,11/19/2019
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),11/20/2019
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),11/20/2019
CSL,25929,GRAIN,Viterra,11/20/2019
LLT,22000,ORE,Algoma Steel,11/20/2019
CSL,36223,ILMENITE ORE,QIT,11/20/2019
ALGOMA,29500,GRAIN,P & H,11/20/2019
CSL,61119,ORE,Stelco,11/20/2019
CSL,64694,ORE,Stelco,11/20/2019
LLT,22000,SALT,Windsor Salt,11/20/2019
CSL,26824,OTHER,St Mary's,11/20/2019
CSL,30574,GRAIN,Viterra,11/21/2019
ALGOMA,27500,GRAIN,Cargill,11/21/2019
CSL,28161,COAL,Stelco,11/21/2019
CSL,20020,GRAIN,ADM Milling,11/21/2019
ALGOMA,28500,STONE,Lafarge ,11/21/2019
ALGOMA,29500,STONE,Lafarge ,11/21/2019
CSL,30511,GRAIN,G3,11/22/2019
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),11/22/2019
ALGOMA,25000,SALT,Cargill,11/22/2019
LLT,18000,STONE,Lafarge ,11/23/2019
LLT,22000,ORE,Algoma Steel,11/23/2019
LLT,22000,GRAIN,ADM Agri,11/23/2019
CSL,28948,SALT,Windsor Salt,11/23/2019
LLT,24000,SALT,Sifto,11/23/2019
ALGOMA,29500,STONE,Lafarge ,11/23/2019
LLT,22000,STONE,Sarnia Concrete,11/24/2019
ALGOMA,27900,COAL,CRH,11/24/2019
ALGOMA,27500,COAL,Arcelor Mittal (Dofasco),11/24/2019
LLT,18000,STONE,Lafarge ,11/24/2019
CSL,26226,SALT,Windsor Salt,11/24/2019
ALGOMA,29500,COKE,Lafarge ,11/24/2019
CSL,30311,COAL,Stelco,11/25/2019
ALGOMA,29500,GRAIN,Richardson,11/25/2019
CSL,26626,ORE,USS,11/25/2019
CSL,27820,GRAIN,Sollio,11/25/2019
CSL,27941,GYPSUM,IMI,11/25/2019
ALGOMA,29500,SALT,Sifto,11/25/2019
LLT,22000,GRAIN,ADM Agri,11/26/2019
LLT,18000,STONE,Lafarge ,11/26/2019
LLT,22000,ORE,Algoma Steel,11/26/2019
ALGOMA,29500,GRAIN,Hansen Mueller,11/26/2019
CSL,40360,ILMENITE ORE,QIT,11/26/2019
LLT,22000,SALT,Windsor Salt,11/26/2019
CSL,27285,ORE,USS,11/26/2019
ALGOMA,25000,ORE,Arcelor Mittal (Dofasco),11/26/2019
ALGOMA,26500,STONE,SWS,11/26/2019
LLT,25200,GRAIN,Richardson,11/27/2019
LLT,18000,STONE,Lafarge ,11/27/2019
CSL,24666,GRAIN,Viterra,11/27/2019
CSL,33499,SALT,Windsor Salt,11/28/2019
LLT,24000,STONE,Lafarge ,11/28/2019
CSL,24639,SALT,Windsor Salt,11/28/2019
LLT,22000,GRAIN,Hansen Mueller,11/28/2019
CSL,36060,ILMENITE ORE,QIT,11/28/2019
LLT,22000,STONE,Lafarge ,11/28/2019
LLT,18000,GRAIN,ADM Milling,11/28/2019
CSL,28485,GRAIN,Sollio,11/29/2019
ALGOMA,27500,COAL,AK Steel,11/29/2019
ALGOMA,27500,GRAIN,Cargill,11/29/2019
CSL,33009,STONE,RTSA,11/29/2019
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),11/29/2019
LLT,18000,STONE,Lafarge ,11/30/2019
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),11/30/2019
ALGOMA,28800,SLAG,Lafarge ,11/30/2019
ALGOMA,28500,GRAIN,G3,11/30/2019
ALGOMA,29650,ORE,Cliffs Inc.,11/30/2019
CSL,20049,GRAIN,ADM Milling,11/30/2019
ALGOMA,26500,SALT,Sifto,11/30/2019
ALGOMA,28500,STONE,Arcelor Mittal (QCM),12/1/2019
LLT,22000,STONE,SWS,12/1/2019
CSL,60152,ORE,Stelco,12/1/2019
ALGOMA,29500,SALT,Sifto,12/1/2019
ALGOMA,27500,GRAIN,Cargill,12/2/2019
CSL,38157,ILMENITE ORE,QIT,12/2/2019
LLT,22000,COAL,Algoma Steel,12/2/2019
ALGOMA,29500,STONE,Lafarge ,12/2/2019
ALGOMA,27900,SALT,Sifto,12/3/2019
ALGOMA,28300,GRAIN,G3,12/3/2019
LLT,18000,STONE,Lafarge ,12/3/2019
LLT,24000,ORE,Algoma Steel,12/3/2019
CSL,28121,GRAIN,Viterra,12/3/2019
CSL,28217,GRAIN,Viterra,12/3/2019
ALGOMA,27500,SLAG,Lafarge ,12/4/2019
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),12/4/2019
LLT,22000,SALT,Sifto,12/4/2019
ALGOMA,28100,GRAIN,Richardson,12/4/2019
ALGOMA,26500,STONE,SWS,12/4/2019
ALGOMA,29500,STONE,Arcelor Mittal (QCM),12/4/2019
CSL,30038,SALT,Windsor Salt,12/4/2019
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),12/4/2019
CSL,25546,SALT,Import Salt,12/4/2019
LLT,22000,SALT,Windsor Salt,12/4/2019
ALGOMA,29500,SALT,Sifto,12/4/2019
ALGOMA,29500,GRAIN,Richardson,12/5/2019
LLT,18000,STONE,Lafarge ,12/5/2019
CSL,36193,ILMENITE ORE,QIT,12/5/2019
LLT,22000,STONE,Lafarge ,12/5/2019
CSL,30130,GRAIN,Viterra,12/6/2019
ALGOMA,29500,SALT,Sifto,12/6/2019
LLT,22000,GRAIN,ADM Agri,12/6/2019
CSL,24778,SALT,Windsor Salt,12/6/2019
LLT,18000,STONE,Lafarge ,12/6/2019
LLT,24000,ORE,Algoma Steel,12/7/2019
ALGOMA,28500,GRAIN,Richardson,12/7/2019
CSL,20002,GRAIN,ADM Milling,12/7/2019
LLT,22000,GRAIN,P & H,12/7/2019
ALGOMA,27500,SLAG,CRH,12/7/2019
CSL,33640,STONE,Great Eastern,12/7/2019
LLT,18000,STONE,Lafarge ,12/8/2019
ALGOMA,29500,GRAIN,Richardson,12/8/2019
ALGOMA,29500,POTASH,Mosaic,12/8/2019
CSL,24765,GRAIN,Viterra,12/8/2019
ALGOMA,28500,COKE,Koch,12/8/2019
ALGOMA,29704,GRAIN,Richardson,12/9/2019
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),12/9/2019
ALGOMA,25000,SALT,Cargill,12/9/2019
ALGOMA,29500,SALT,Sifto,12/9/2019
ALGOMA,26500,STONE,Sifto,12/9/2019
CSL,27566,GRAIN,ADM Milling,12/9/2019
LLT,24000,GRAIN,ADM Agri,12/10/2019
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),12/10/2019
ALGOMA,27500,GRAIN,Cargill,12/10/2019
LLT,22000,GRAIN,Hansen Mueller,12/10/2019
CSL,20041,SLAG,Ineos,12/10/2019
CSL,26757,SALT,Windsor Salt,12/10/2019
CSL,38139,ILMENITE ORE,QIT,12/11/2019
ALGOMA,27500,COAL,AK Steel,12/11/2019
ALGOMA,27900,COAL,Teck,12/11/2019
CSL,28400,GRAIN,Cargill,12/11/2019
CSL,27265,ORE,USS,12/11/2019
CSL,24953,GRAIN,Viterra,12/12/2019
CSL,33173,STONE,RTSA,12/12/2019
LLT,22000,STONE,Lafarge ,12/12/2019
LLT,18000,STONE,Lafarge ,12/13/2019
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),12/13/2019
ALGOMA,29500,SALT,Sifto,12/13/2019
ALGOMA,25000,SALT,Sifto,12/13/2019
ALGOMA,28800,SLAG,St Mary's,12/13/2019
ALGOMA,26500,SALT,Sifto,12/13/2019
CSL,30341,COKE,RTSA,12/13/2019
ALGOMA,29500,GRAIN,Bunge,12/14/2019
ALGOMA,29500,GRAIN,Richardson,12/14/2019
LLT,18000,STONE,Lafarge ,12/14/2019
ALGOMA,27500,GRAIN,Richardson,12/15/2019
LLT,22000,COKE,Algoma Steel,12/15/2019
ALGOMA,29500,GRAIN,Richardson,12/15/2019
CSL,25820,SUGAR,Redpath,12/15/2019
LLT,22000,GRAIN,P & H,12/15/2019
LLT,25200,GRAIN,Richardson,12/15/2019
ALGOMA,27500,COAL,Arcelor Mittal (Dofasco),12/16/2019
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),12/16/2019
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),12/16/2019
ALGOMA,26500,SALT,Sifto,12/16/2019
LLT,24000,COAL,Algoma Steel,12/16/2019
ALGOMA,29500,SALT,Sifto,12/17/2019
LLT,18000,STONE,Lafarge ,12/17/2019
ALGOMA,25000,SALT,Cargill,12/17/2019
ALGOMA,28800,ORE,Arcelor Mittal (Dofasco),12/18/2019
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),12/18/2019
CSL,59342,ORE,Stelco,12/18/2019
CSL,27761,GYPSUM,CertainTeed,12/18/2019
LLT,22000,GRAIN,Hansen Mueller,12/18/2019
LLT,18000,STONE,Lafarge ,12/19/2019
ALGOMA,29500,GRAIN,Bunge,12/19/2019
ALGOMA,28300,ORE,Arcelor Mittal (Sidbec),12/19/2019
CSL,25934,SALT,Windsor Salt,12/19/2019
LLT,24000,SALT,Sifto,12/19/2019
CSL,26184,SALT,Other,12/19/2019
ALGOMA,27500,COAL,Arcelor Mittal (Dofasco),12/20/2019
ALGOMA,27900,SLAG,CRH,12/20/2019
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),12/20/2019
LLT,18000,STONE,Lafarge ,12/20/2019
ALGOMA,28500,GYPSUM,CRH,12/21/2019
ALGOMA,25000,SALT,Cargill,12/21/2019
CSL,24609,SALT,Windsor Salt,12/21/2019
CSL,25657,SALT,Windsor Salt,12/21/2019
CSL,20005,GRAIN,ADM Milling,12/22/2019
ALGOMA,29500,SALT,Sifto,12/22/2019
LLT,18000,STONE,Lafarge ,12/22/2019
ALGOMA,26500,ORE,Arcelor Mittal (Dofasco),12/22/2019
CSL,26377,OTHER,St Mary's,12/22/2019
LLT,22000,COKE,Algoma Steel,12/22/2019
CSL,20393,SALT,Import Salt,12/22/2019
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),12/22/2019
CSL,8218,SLAG,Ineos,12/23/2019
ALGOMA,28300,ORE,Arcelor Mittal (Dofasco),12/23/2019
CSL,20584,GRAIN,ADM Milling,12/23/2019
LLT,22000,STONE,SWS,12/23/2019
LLT,18000,SALT,Windsor Salt,12/24/2019
LLT,24000,ORE,Algoma Steel,12/24/2019
ALGOMA,27900,ORE,Arcelor Mittal (Dofasco),12/24/2019
ALGOMA,25000,SALT,Sifto,12/24/2019
ALGOMA,29500,GRAIN,P & H,12/24/2019
CSL,21299,SUGAR,Redpath,12/24/2019
LLT,22000,COAL,Algoma Steel,12/25/2019
ALGOMA,28800,GRAIN,Richardson,12/26/2019
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),12/26/2019
ALGOMA,29500,SALT,Sifto,12/26/2019
LLT,22000,ORE,Algoma Steel,12/26/2019
LLT,24000,GRAIN,ADM Agri,12/26/2019
CSL,11082,ORE,Other ,12/27/2019
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),12/27/2019
ALGOMA,29704,ORE,Arcelor Mittal (Dofasco),12/27/2019
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),12/27/2019
CSL,60012,ORE,Stelco,12/27/2019
CSL,25819,SALT,Windsor Salt,12/27/2019
CSL,33284,SALT,Windsor Salt,12/27/2019
ALGOMA,25000,SALT,Sifto,12/28/2019
ALGOMA,29500,GRAIN,Hansen Mueller,12/28/2019
LLT,22000,GRAIN,Hansen Mueller,12/28/2019
LLT,22000,GRAIN,ADM Agri,12/29/2019
CSL,21808,SALT,Windsor Salt,12/29/2019
ALGOMA,28300,ORE,Arcelor Mittal (Dofasco),12/29/2019
ALGOMA,29500,SALT,Sifto,12/29/2019
CSL,21662,SALT,Windsor Salt,12/31/2019
CSL,26984,OTHER,St Mary's,12/31/2019
Algoma,29500,SALT,Sifto,1/7/2020
Algoma,29500,SALT,Sifto,1/13/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),1/15/2020
Algoma,29500,SALT,Sifto,1/20/2020
Algoma,29500,SALT,Sifto,1/22/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),1/23/2020
Algoma,29500,SALT,Sifto,1/25/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),1/28/2020
Algoma,29500,SALT,Sifto,1/28/2020
Algoma,29500,SALT,Sifto,1/31/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),1/31/2020
Algoma,29500,SALT,Sifto,2/2/2020
Algoma,29500,SALT,Sifto,2/4/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),2/4/2020
Algoma,29500,SALT,Sifto,2/8/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),2/9/2020
Algoma,29500,SALT,Sifto,2/11/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),2/13/2020
Algoma,29500,SALT,Sifto,2/15/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),2/17/2020
Algoma,29500,SALT,Sifto,2/18/2020
Algoma,29500,SALT,Sifto,2/20/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),2/24/2020
LLT,26000,ORE,Algoma Steel,2/25/2020
Algoma,29500,SALT,Sifto,2/27/2020
Algoma,29500,SALT,Sifto,2/28/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),3/2/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),3/6/2020
Algoma,29500,SALT,Sifto,3/6/2020
Algoma,29500,SALT,Sifto,3/8/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),3/10/2020
Algoma,29500,SALT,Windsor Salt,3/14/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),3/14/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),3/19/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),3/19/2020
CSL,43857,ILMENITE ORE,QIT,3/22/2020
LLT,22000,COKE,Algoma Steel,3/23/2020
CSL,32301,SALT,Windsor Salt,3/24/2020
Algoma,29500,STONE,Arcelor Mittal (QCM),3/24/2020
CSL,26548,OTHER,St Mary's,3/24/2020
CSL,29479,GRAIN,Viterra,3/24/2020
Algoma,27500,GRAIN,Cargill,3/24/2020
Algoma,29500,ORE,Arcelor Mittal (Sidbec),3/24/2020
Algoma,28300,GRAIN,Richardson,3/24/2020
Algoma,29500,GRAIN,P & H,3/25/2020
Algoma,29704,GRAIN,G3,3/25/2020
