Carrier,Tons,Commodity,Customers,Date
ALGOMA,27900,ORE,Arcelor Mittal (Dofasco),12/10/2017
CSL,33190,STONE,RTSA,12/11/2017
LLT,22000,GRAIN,Kraft,12/11/2017
ALGOMA,27000,SALT,Sifto,12/11/2017
LLT,26000,ORE,Algoma Steel,12/11/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),12/11/2017
LLT,25200,GRAIN,Richardson,12/12/2017
LLT,25200,SALT,Windsor Salt,12/12/2017
LLT,22000,SALT,Windsor Salt,12/12/2017
ALGOMA,37250,ORE,Arcelor Mittal (Sidbec),12/12/2017
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),12/12/2017
CSL,11399,ILMENITE ORE,QIT,12/12/2017
ALGOMA,27500,GRAIN,Richardson,12/12/2017
CSL,25090,GRAIN,G3,12/13/2017
CSL,27022,GRAIN,ADM AGRI,12/13/2017
LLT,22000,SALT,Cargill,12/13/2017
LLT,18000,GRAIN,Richardson,12/13/2017
ALGOMA,27200,Clinker,St Mary's Cement,12/13/2017
CSL,27675,COAL,Stelco,12/14/2017
ALGOMA,28000,COAL,Arcelor Mittal (Dofasco),12/14/2017
LLT,18000,STONE,CRH,12/14/2017
ALGOMA,18000,SALT,Sifto,12/14/2017
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),12/14/2017
LLT,22000,SALT,Cargill,12/14/2017
CSL,21071,SALT,Windsor Salt,12/15/2017
LLT,24000,GRAIN,Kraft,12/15/2017
LLT,18000,STONE,CRH,12/15/2017
CSL,33112,ORE,Stelco,12/15/2017
CSL,31337,ORE,Stelco,12/15/2017
LLT,26000,ORE,Algoma Steel,12/15/2017
CSL,25546,COKE,Koch Carbon,12/15/2017
ALGOMA,29500,COAL,McInnis,12/16/2017
ALGOMA,27500,SALT,Sifto,12/16/2017
ALGOMA,28500,COKE,Arcelor Mittal (QCM),12/16/2017
ALGOMA,29500,GRAIN,Richardson,12/16/2017
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),12/16/2017
ALGOMA,27900,ORE,USS,12/16/2017
CSL,30337,SALT,Windsor Salt,12/17/2017
LLT,18000,STONE,CRH,12/17/2017
LLT,24000,STONE,LafargeHolcim,12/17/2017
LLT,26000,ORE,Algoma Steel,12/17/2017
ALGOMA,27900,SALT,Sifto,12/17/2017
CSL,29384,ORE,Stelco,12/18/2017
CSL,12076,ILMENITE ORE,QIT,12/18/2017
CSL,20700,GRAIN,ADM Milling,12/18/2017
ALGOMA,18000,POTASH,Potash Customer,12/18/2017
LLT,18000,STONE,CRH,12/18/2017
LLT,22000,STONE,Ontario Trap Rock,12/18/2017
CSL,27739,SLAG,CRISTAL,12/19/2017
LLT,24000,STONE,South West Sales,12/19/2017
ALGOMA,28301,ORE,Arcelor Mittal (Dofasco),12/19/2017
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),12/19/2017
ALGOMA,37250,ORE,Arcelor Mittal (Sidbec),12/20/2017
ALGOMA,27200,Clinker,St Mary's Cement,12/20/2017
ALGOMA,27000,COAL,St Mary's Cement,12/20/2017
CSL,24391,SALT,Windsor Salt,12/20/2017
ALGOMA,29704,GRAIN,G3,12/20/2017
LLT,18000,STONE,CRH,12/20/2017
LLT,22000,Unknown,Unknown Customer,12/20/2017
LLT,26000,ORE,Algoma Steel,12/20/2017
CSL,28042,COAL,Stelco,12/21/2017
CSL,33223,ILMENITE ORE,QIT,12/21/2017
ALGOMA,28800,GRAIN,Richardson,12/21/2017
CSL,32788,ORE,Stelco,12/21/2017
ALGOMA,27500,SALT,Sifto,12/21/2017
CSL,25768,SUGAR,REDPATH SUGAR,12/21/2017
ALGOMA,28000,SALT,Sifto,12/22/2017
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),12/22/2017
ALGOMA,27500,COAL,Arcelor Mittal (QCM),12/22/2017
LLT,26000,ORE,Algoma Steel,12/22/2017
LLT,18000,COAL,Unknown Customer,12/23/2017
CSL,29243,SALT,Windsor Salt,12/23/2017
CSL,7118,SLAG,CRISTAL,12/24/2017
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),12/24/2017
CSL,25150,COAL,Stelco,12/24/2017
CSL,29659,SALT,Windsor Salt,12/26/2017
ALGOMA,29500,COAL,Arcelor Mittal (Dofasco),12/27/2017
LLT,26000,ORE,Algoma Steel,12/27/2017
CSL,27001,GRAIN,P & H,12/28/2017
CSL,19782,GRAIN,ADM Milling,12/28/2017
CSL,25272,ORE,Stelco,12/28/2017
CSL,26768,ORE,Stelco,12/29/2017
ALGOMA,27500,SALT,Sifto,12/29/2017
LLT,26000,ORE,Algoma Steel,12/30/2017
ALGOMA,27000,SALT,Sifto,12/30/2017
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),12/30/2017
CSL,58555,ORE,Stelco,12/30/2017
ALGOMA,27900,SALT,Sifto,12/30/2017
LLT,18000,COKE,Essar,12/30/2017
LLT,22000,SALT,Sifto,12/31/2017
CSL,28713,COAL,Stelco,1/1/2018
CSL,25083,SALT,Windsor Salt,1/2/2018
CSL,27439,ORE,Stelco,1/3/2018
ALGOMA,27500,SALT,Sifto,1/4/2018
LLT,26000,ORE,Algoma Steel,1/5/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),1/5/2018
LLT,22000,SALT,Windsor Salt,1/6/2018
LLT,22000,SALT,Windsor Salt,1/7/2018
ALGOMA,27900,SALT,Sifto,1/9/2018
LLT,22000,SALT,Windsor Salt,1/10/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),1/10/2018
ALGOMA,27000,SALT,Sifto,1/12/2018
CSL,24492,SALT,Windsor Salt,1/12/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),1/16/2018
ALGOMA,27900,SALT,Sifto,1/17/2018
ALGOMA,27500,SALT,Sifto,1/17/2018
ALGOMA,27000,SALT,Sifto,1/17/2018
CSL,24321,SALT,Windsor Salt,1/20/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),1/20/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),1/25/2018
ALGOMA,27900,SALT,Windsor Salt,1/25/2018
CSL,24078,SALT,Windsor Salt,1/27/2018
ALGOMA,27500,SALT,Sifto,1/28/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),1/29/2018
ALGOMA,27000,SALT,Sifto,1/31/2018
CSL,24233,SALT,Windsor Salt,2/2/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),2/2/2018
ALGOMA,27500,SALT,Sifto,2/5/2018
CSL,17017,GYPSUM,CertainTeed,2/6/2018
ALGOMA,27000,SALT,Windsor Salt,2/7/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),2/8/2018
CSL,24387,SALT,Windsor Salt,2/11/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),2/12/2018
ALGOMA,27000,SALT,Windsor Salt,2/16/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),2/17/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),2/20/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),2/24/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),2/28/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),3/4/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),3/8/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),3/13/2018
CSL,34178,STONE,Great Eastern,3/17/2018
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),3/18/2018
CSL,0,LAYUP,MISC_CA,3/18/2018
CSL,29970,COAL,Stelco,3/20/2018
CSL,34593,SALT,Windsor Salt,3/20/2018
CSL,30418,GRAIN,G3,3/23/2018
CSL,28406,ORE,USS,3/23/2018
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),3/23/2018
CSL,27192,GYPSUM,CERTAIN TEED,3/23/2018
LLT,22000,COAL,Essar,3/24/2018
CSL,22829,ORE,Stelco,3/24/2018
CSL,30916,ORE,Stelco,3/25/2018
CSL,34606,SALT,Windsor Salt,3/25/2018
LLT,22000,STONE,South West Sales,3/26/2018
ALGOMA,29650,GRAIN,Richardson,3/26/2018
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),3/26/2018
CSL,30239,ORE,Stelco,3/26/2018
ALGOMA,28300,GRAIN,Richardson,3/27/2018
LLT,24000,GRAIN,Hansen Mueller,3/27/2018
CSL,26897,GRAIN,Viterra,3/27/2018
CSL,16526,SLAG,CRISTAL,3/28/2018
CSL,30257,COAL,Stelco,3/28/2018
LLT,22000,COAL,Essar,3/29/2018
CSL,42369,ILMENITE ORE,RIO TINTO QIT,3/29/2018
ALGOMA,27200,CLINKER,St Mary's Cement,3/29/2018
LLT,18000,ORE,Algoma Steel,3/29/2018
CSL,29537,ORE,Stelco,3/29/2018
ALGOMA,29500,COAL,Arcelor Mittal (Dofasco),3/29/2018
ALGOMA,28800,COAL,Robindale,3/29/2018
ALGOMA,37250,ORE,Arcelor Mittal (Sidbec),3/29/2018
CSL,29068,SALT,Windsor Salt,3/29/2018
CSL,30853,GRAIN,Viterra,3/29/2018
ALGOMA,29500,GRAIN,Cargill,3/30/2018
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),3/30/2018
CSL,25789,COKE,Koch Carbon,3/30/2018
LLT,18000,GRAIN,Richardson,3/30/2018
LLT,18000,ORE,Algoma Steel,3/31/2018
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),3/31/2018
ALGOMA,26500,GRAIN,Richardson,3/31/2018
ALGOMA,29704,GRAIN,G3,3/31/2018
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),4/1/2018
ALGOMA,29650,GRAIN,Richardson,4/1/2018
ALGOMA,29500,SALT,Sifto,4/2/2018
CSL,31306,ORE,Stelco,4/2/2018
LLT,18000,ORE,Algoma Steel,4/2/2018
CSL,19988,GRAIN,ADM Milling,4/2/2018
LLT,22000,STONE,LafargeHolcim,4/2/2018
ALGOMA,28300,ORE,USS,4/2/2018
ALGOMA,37250,COKE,Koch Carbon,4/2/2018
CSL,32181,ORE,Stelco,4/2/2018
CSL,25109,COAL,Stelco,4/2/2018
LLT,25200,GRAIN,Richardson,4/2/2018
LLT,22000,GRAIN,ADM Agri,4/2/2018
CSL,33436,SALT,Windsor Salt,4/3/2018
LLT,24000,GRAIN,Unknown Customer,4/3/2018
LLT,22000,SALT,Windsor Salt,4/3/2018
ALGOMA,29500,GRAIN,P & H,4/3/2018
LLT,22000,STONE,LafargeHolcim,4/4/2018
CSL,34504,STONE,RTSA,4/4/2018
LLT,18000,STONE,South West Sales,4/4/2018
ALGOMA,27000,GRAIN,Richardson,4/4/2018
ALGOMA,27500,ORE,Arcelor Mittal (USA),4/4/2018
CSL,28845,ORE,USS,4/5/2018
LLT,22000,GRAIN,Kraft,4/5/2018
ALGOMA,28800,COAL,Arcelor Mittal (Dofasco),4/5/2018
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),4/5/2018
LLT,18000,GRAIN,ADM Agri,4/5/2018
CSL,37399,ILMENITE ORE,RIO TINTO QIT,4/5/2018
LLT,26000,ORE,Algoma Steel,4/5/2018
ALGOMA,27900,SLAG,St Mary's Cement,4/6/2018
CSL,32415,ORE,Stelco,4/6/2018
LLT,22000,STONE,South West Sales,4/6/2018
CSL,26366,ORE,USS,4/6/2018
ALGOMA,27500,SALT,Sifto,4/7/2018
CSL,30479,GRAIN,Viterra,4/7/2018
CSL,41833,ILMENITE ORE,RIO TINTO QIT,4/7/2018
ALGOMA,29500,GRAIN,Richardson,4/7/2018
LLT,18000,COAL,Essar,4/7/2018
CSL,29420,COAL,Stelco,4/7/2018
LLT,22000,COAL,Essar,4/8/2018
CSL,33534,SALT,Windsor Salt,4/8/2018
LLT,22000,STONE,South West Sales,4/8/2018
ALGOMA,27200,SALT,Sifto,4/8/2018
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),4/8/2018
ALGOMA,29500,BAUXITE,Unknown,4/8/2018
LLT,22000,GRAIN,ADM Agri,4/9/2018
ALGOMA,28500,GRAIN,Cargill,4/9/2018
LLT,26000,ORE,Algoma Steel,4/9/2018
CSL,28936,ORE,USS,4/9/2018
ALGOMA,29500,STONE,South West Sales,4/10/2018
ALGOMA,27900,ORE,Cliffs Inc.,4/10/2018
CSL,24115,SALT,Windsor Salt,4/11/2018
LLT,22000,SALT,Windsor Salt,4/11/2018
ALGOMA,28800,COAL,CRH,4/11/2018
LLT,18000,GRAIN,Richardson,4/11/2018
LLT,22000,COKE,Essar,4/11/2018
ALGOMA,27500,ORE,Cliffs Inc.,4/11/2018
CSL,29622,ORE,USS,4/12/2018
CSL,28328,COAL,Stelco,4/12/2018
CSL,25809,ORE,USS,4/12/2018
LLT,26000,ORE,Algoma Steel,4/12/2018
ALGOMA,27500,SALT,Sifto,4/13/2018
LLT,25200,GRAIN,Richardson,4/13/2018
ALGOMA,29704,ORE,Arcelor Mittal (Dofasco),4/13/2018
CSL,20749,GRAIN,ADM Milling,4/13/2018
CSL,29016,SALT,Windsor Salt,4/13/2018
CSL,27316,ORE,Stelco,4/13/2018
ALGOMA,37250,STONE,Atlantic Minerals,4/13/2018
CSL,30215,ORE,Stelco,4/13/2018
ALGOMA,29650,ORE,Arcelor Mittal (Sidbec),4/14/2018
CSL,40598,ILMENITE ORE,RIO TINTO QIT,4/14/2018
CSL,32688,ORE,Stelco,4/14/2018
ALGOMA,29500,SALT,Sifto,4/14/2018
LLT,22000,STONE,Unknown Customer,4/14/2018
LLT,22000,STONE,South West Sales,4/14/2018
LLT,22000,GRAIN,Hansen Mueller,4/14/2018
LLT,24000,COAL,Essar,4/15/2018
ALGOMA,27500,ORE,Cliffs Inc.,4/15/2018
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),4/15/2018
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),4/16/2018
ALGOMA,28300,ORE,Arcelor Mittal (Dofasco),4/16/2018
CSL,33084,STONE,MARINER TOWING,4/16/2018
ALGOMA,27200,CLINKER,St Mary's Cement,4/16/2018
ALGOMA,27900,SALT,Sifto,4/17/2018
LLT,22000,GRAIN,Richardson,4/17/2018
ALGOMA,25000,STONE,LafargeHolcim,4/17/2018
ALGOMA,29500,SALT,Sifto,4/17/2018
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),4/17/2018
CSL,29908,COAL,Stelco,4/18/2018
LLT,26000,ORE,Algoma Steel,4/18/2018
LLT,18000,STONE,CRH,4/18/2018
ALGOMA,27500,ORE,Cliffs Inc.,4/18/2018
LLT,24000,ORE,Stelco,4/18/2018
ALGOMA,28800,COAL,Arcelor Mittal (Dofasco),4/18/2018
CSL,24829,SALT,Windsor Salt,4/18/2018
ALGOMA,37250,GYPSUM,Unknown Customer,4/19/2018
ALGOMA,29500,GRAIN,Hansen Mueller,4/19/2018
CSL,31796,ORE,Stelco,4/19/2018
CSL,30453,GRAIN,Cargill,4/19/2018
CSL,30391,COAL,Stelco,4/19/2018
LLT,18000,GRAIN,ADM Agri,4/19/2018
LLT,22000,COAL,Essar,4/19/2018
LLT,22000,STONE,SWS,4/19/2018
CSL,26169,COKE,Koch Carbon,4/19/2018
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),4/19/2018
ALGOMA,25000,SALT,Sifto,4/20/2018
CSL,44121,ILMENITE ORE,RIO TINTO QIT,4/20/2018
ALGOMA,29704,GRAIN,G3,4/21/2018
CSL,32552,ORE,Stelco,4/21/2018
LLT,22000,GRAIN,Unknown Customer,4/21/2018
ALGOMA,29500,GYPSUM,CRH,4/21/2018
CSL,26644,ORE,USS,4/21/2018
LLT,18000,STONE,CRH,4/22/2018
ALGOMA,28300,GRAIN,Richardson,4/22/2018
LLT,26000,ORE,Algoma Steel,4/22/2018
LLT,22000,STONE,LafargeHolcim,4/22/2018
CSL,30654,ORE,Stelco,4/22/2018
ALGOMA,27200,STONE,LafargeHolcim,4/23/2018
LLT,22000,COAL,Essar,4/23/2018
ALGOMA,29500,SLAG,Arcelor Mittal (USA),4/23/2018
ALGOMA,28500,GYPSUM,US Gypsum,4/23/2018
ALGOMA,28800,ORE,USS,4/23/2018
CSL,33238,ORE,Stelco,4/23/2018
ALGOMA,27900,ORE,Arcelor Mittal (USA),4/23/2018
LLT,18000,STONE,CRH,4/23/2018
ALGOMA,28100,GRAIN,Richardson,4/23/2018
LLT,26000,ORE,Algoma Steel,4/24/2018
CSL,30764,GRAIN,Viterra,4/24/2018
CSL,24389,SALT,Windsor Salt,4/24/2018
ALGOMA,27500,ORE,Stelco,4/24/2018
ALGOMA,29500,COAL,Teck,4/24/2018
ALGOMA,27500,ORE,Arcelor Mittal (Sidbec),4/24/2018
LLT,22000,SALT,Windsor Salt,4/24/2018
ALGOMA,29500,GRAIN,Cargill,4/24/2018
LLT,24000,COAL,Essar,4/24/2018
ALGOMA,29500,GYPSUM,McInnis,4/25/2018
ALGOMA,29500,SALT,Sifto,4/25/2018
CSL,30904,SALT,Windsor Salt,4/25/2018
LLT,18000,STONE,CRH,4/25/2018
LLT,22000,STONE,Unknown Customer,4/26/2018
CSL,28704,ORE,Stelco,4/26/2018
ALGOMA,37250,COKE,Koch Carbon,4/26/2018
ALGOMA,27500,ORE,Arcelor Mittal (Sidbec),4/26/2018
LLT,22000,GRAIN,P & H,4/26/2018
CSL,42591,ILMENITE ORE,RIO TINTO QIT,4/26/2018
ALGOMA,25000,STONE,South West Sales,4/27/2018
LLT,22000,GRAIN,ADM Agri,4/27/2018
LLT,18000,GRAIN,ADM Agri,4/27/2018
LLT,26000,ORE,Algoma Steel,4/27/2018
LLT,18000,STONE,CRH,4/28/2018
CSL,37507,ILMENITE ORE,RIO TINTO QIT,4/28/2018
ALGOMA,29500,STONE,USS,4/28/2018
ALGOMA,27200,SALT,Sifto,4/28/2018
LLT,22000,STONE,South West Sales,4/29/2018
LLT,22000,SLAG,Essroc,4/29/2018
CSL,35283,SALT,Windsor Salt,4/29/2018
LLT,24000,ORE,Stelco,4/29/2018
LLT,18000,STONE,CRH,4/29/2018
ALGOMA,29500,STONE,Arcelor Mittal (QCM),4/29/2018
LLT,26000,ORE,Algoma Steel,4/29/2018
ALGOMA,27500,ORE,Arcelor Mittal (USA),4/30/2018
CSL,34557,MULTIPLE,CERTAIN TEED,4/30/2018
CSL,21086,STONE,LafargeHolcim,4/30/2018
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),4/30/2018
CSL,25556,SALT,Windsor Salt,4/30/2018
ALGOMA,27500,GRAIN,Richardson,4/30/2018
LLT,25200,GRAIN,Richardson,4/30/2018
CSL,27994,COAL,Stelco,4/30/2018
LLT,22000,STONE,South West Sales,4/30/2018
ALGOMA,29500,SLAG,LafargeHolcim,5/1/2018
LLT,18000,STONE,CRH,5/1/2018
CSL,28630,ORE,Stelco,5/1/2018
ALGOMA,29500,ORE,USS,5/1/2018
ALGOMA,25000,STONE,LafargeHolcim,5/1/2018
ALGOMA,29650,GRAIN,G3,5/1/2018
CSL,27019,GRAIN,Viterra,5/2/2018
CSL,33677,SALT,Windsor Salt,5/2/2018
LLT,18000,STONE,CRH,5/2/2018
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),5/2/2018
CSL,29498,COAL,Stelco,5/2/2018
ALGOMA,37250,STONE,Unknown,5/2/2018
LLT,26000,ORE,Algoma Steel,5/2/2018
CSL,32702,ORE,Stelco,5/3/2018
ALGOMA,28300,ORE,Arcelor Mittal (Dofasco),5/3/2018
CSL,27670,COKE,Koch Carbon,5/3/2018
LLT,22000,COAL,Essar,5/3/2018
CSL,29400,STONE,LafargeHolcim,5/3/2018
CSL,20697,GRAIN,ADM Milling,5/3/2018
ALGOMA,29704,ORE,Arcelor Mittal (Dofasco),5/3/2018
CSL,30207,GRAIN,Viterra,5/4/2018
LLT,18000,STONE,CRH,5/4/2018
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),5/4/2018
CSL,33072,ORE,Stelco,5/4/2018
ALGOMA,27900,SLAG,LafargeHolcim,5/4/2018
LLT,22000,STONE,Ontario Trap Rock,5/4/2018
ALGOMA,28800,ORE,Arcelor Mittal (USA),5/4/2018
LLT,24000,COAL,Essar,5/4/2018
ALGOMA,27200,CLINKER,St Mary's Cement,5/5/2018
LLT,26000,ORE,Algoma Steel,5/5/2018
ALGOMA,29500,STONE,LafargeHolcim,5/5/2018
LLT,22000,SALT,Cargill,5/5/2018
LLT,18000,STONE,CRH,5/5/2018
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),5/5/2018
LLT,18000,GRAIN,Richardson,5/6/2018
CSL,29112,COKE,RTSA,5/6/2018
CSL,29639,COAL,Stelco,5/6/2018
ALGOMA,25000,SALT,Sifto,5/6/2018
CSL,21818,STONE,DOORNEKAMP_CA,5/6/2018
ALGOMA,27000,COAL,Arcelor Mittal (Dofasco),5/6/2018
ALGOMA,29500,GRAIN,P & H,5/6/2018
LLT,22000,STONE,LafargeHolcim,5/7/2018
LLT,18000,STONE,CRH,5/7/2018
CSL,29027,SALT,Windsor Salt,5/7/2018
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),5/7/2018
LLT,25200,GRAIN,Richardson,5/7/2018
LLT,22000,SALT,Windsor Salt,5/7/2018
LLT,24000,STONE,Ontario Trap Rock,5/8/2018
CSL,26327,GRAIN,G3,5/8/2018
LLT,22000,ORE,Algoma Steel,5/8/2018
CSL,30957,GRAIN,Viterra,5/8/2018
LLT,22000,GRAIN,ADM Agri,5/8/2018
LLT,18000,STONE,CRH,5/8/2018
ALGOMA,29500,POTASH,Mosaic,5/8/2018
LLT,22000,STONE,LafargeHolcim,5/9/2018
CSL,22046,SALT,Windsor Salt,5/9/2018
LLT,26000,ORE,Algoma Steel,5/9/2018
ALGOMA,28300,GRAIN,Richardson,5/9/2018
ALGOMA,29704,GRAIN,Cargill,5/9/2018
CSL,34407,SALT,Windsor Salt,5/9/2018
ALGOMA,27900,COAL,St Mary's Cement,5/9/2018
CSL,29603,ORE,Stelco,5/9/2018
LLT,18000,STONE,CRH,5/10/2018
CSL,29147,SALT,Windsor Salt,5/10/2018
ALGOMA,28500,STONE,Unknown Customer,5/10/2018
ALGOMA,29500,COAL,Arcelor Mittal (Dofasco),5/10/2018
CSL,28969,STONE,LafargeHolcim,5/10/2018
LLT,24000,STONE,Unknown Customer,5/10/2018
CSL,37038,ILMENITE ORE,RIO TINTO QIT,5/10/2018
ALGOMA,27200,SALT,Sifto,5/10/2018
ALGOMA,27500,STONE,Ontario Trap Rock,5/10/2018
CSL,20846,GRAIN,ADM Milling,5/10/2018
LLT,26000,ORE,Algoma Steel,5/11/2018
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),5/11/2018
LLT,18000,STONE,CRH,5/11/2018
CSL,32894,ORE,Stelco,5/11/2018
LLT,22000,SALT,Windsor Salt,5/11/2018
LLT,22000,GRAIN,ADM Agri,5/11/2018
CSL,60227,ORE,Stelco,5/11/2018
LLT,22000,SALT,Windsor Salt,5/12/2018
LLT,18000,STONE,CRH,5/12/2018
CSL,43264,ILMENITE ORE,RIO TINTO QIT,5/12/2018
ALGOMA,29500,GRAIN,Cargill,5/13/2018
CSL,29982,STONE,Great Eastern,5/13/2018
ALGOMA,29500,SLAG,St Mary's Cement,5/13/2018
LLT,26000,ORE,Algoma Steel,5/13/2018
ALGOMA,29650,ORE,Arcelor Mittal (Dofasco),5/13/2018
ALGOMA,27500,ORE,Arcelor Mittal (Sidbec),5/13/2018
CSL,30203,GRAIN,P & H,5/13/2018
ALGOMA,27500,COAL,Teck,5/13/2018
ALGOMA,27000,SLAG,LafargeHolcim,5/14/2018
ALGOMA,27900,COAL,Arcelor Mittal (Dofasco),5/14/2018
LLT,18000,STONE,CRH,5/14/2018
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),5/14/2018
ALGOMA,28500,STONE,Arcelor Mittal (QCM),5/14/2018
CSL,33424,SALT,Windsor Salt,5/14/2018
ALGOMA,29500,ORE,Arcelor Mittal (Sidbec),5/14/2018
CSL,29198,ORE,Cliffs Inc.,5/15/2018
ALGOMA,28100,ORE,Arcelor Mittal (Dofasco),5/15/2018
CSL,28889,COAL,Stelco,5/15/2018
CSL,26185,SALT,Windsor Salt,5/15/2018
LLT,18000,STONE,CRH,5/15/2018
ALGOMA,28800,SLAG,CRH,5/15/2018
ALGOMA,25000,SALT,Sifto,5/16/2018
CSL,27410,GYPSUM,CERTAIN TEED,5/16/2018
LLT,22000,STONE,South West Sales,5/16/2018
ALGOMA,29500,GRAIN,Richardson,5/16/2018
LLT,22000,GRAIN,Richardson,5/16/2018
LLT,22000,SALT,Windsor Salt,5/17/2018
LLT,18000,STONE,CRH,5/17/2018
CSL,38165,ILMENITE ORE,RIO TINTO QIT,5/17/2018
ALGOMA,27500,ORE,Arcelor Mittal (Dofasco),5/17/2018
CSL,30350,ORE,USS,5/17/2018
CSL,21735,SALT,Windsor Salt,5/17/2018
LLT,22000,STONE,South West Sales,5/18/2018
CSL,29510,STONE,LafargeHolcim,5/18/2018
ALGOMA,27200,STONE,LafargeHolcim,5/18/2018
CSL,29591,ORE,Stelco,5/18/2018
LLT,22000,STONE,South West Sales,5/18/2018
ALGOMA,29500,SLAG,Arcelor Mittal (USA),5/18/2018
LLT,18000,STONE,CRH,5/18/2018
ALGOMA,26500,STONE,LafargeHolcim,5/18/2018
ALGOMA,28500,ORE,Arcelor Mittal (Sidbec),5/18/2018
CSL,30555,GRAIN,Viterra,5/19/2018
CSL,60221,ORE,Stelco,5/19/2018
ALGOMA,29650,GRAIN,Cargill,5/19/2018
ALGOMA,27000,SALT,Sifto,5/19/2018
LLT,22000,GRAIN,Unknown Customer,5/19/2018
CSL,30105,COAL,Stelco,5/19/2018
CSL,42307,ILMENITE ORE,RIO TINTO QIT,5/19/2018
LLT,22000,COAL,Essar,5/19/2018
ALGOMA,29500,SALT,Sifto,5/19/2018
CSL,31009,ORE,USS,5/19/2018
CSL,31170,ORE,Stelco,5/19/2018
ALGOMA,25000,STONE,South West Sales,5/19/2018
ALGOMA,27900,COAL,Transcor,5/20/2018
ALGOMA,28500,ORE,Arcelor Mittal (Dofasco),5/20/2018
LLT,18000,STONE,CRH,5/20/2018
CSL,32917,SALT,Windsor Salt,5/20/2018
ALGOMA,26500,SALT,Sifto,5/20/2018
CSL,30175,STONE,LafargeHolcim,5/21/2018
ALGOMA,27500,ORE,USS,5/21/2018
LLT,18000,STONE,CRH,5/21/2018
ALGOMA,28500,SLAG,Arcelor Mittal (QCM),5/21/2018
LLT,22000,ORE,Algoma Steel,5/21/2018
LLT,26000,ORE,Algoma Steel,5/21/2018
CSL,26121,ORE,Stelco,5/22/2018
ALGOMA,29500,ORE,Arcelor Mittal (Dofasco),5/22/2018
ALGOMA,28300,ORE,Arcelor Mittal (Sidbec),5/22/2018
ALGOMA,29500,STONE,Ontario Trap Rock,5/22/2018
CSL,29402,COAL,Stelco,5/22/2018
ALGOMA,28800,COAL,Arcelor Mittal (Dofasco),5/22/2018
CSL,26048,COKE,Koch Carbon,5/22/2018
ALGOMA,29500,STONE,South West Sales,5/22/2018
LLT,24000,GRAIN,Richardson,5/22/2018
LLT,18000,STONE,CRH,5/22/2018
CSL,29060,GRAIN,Viterra,5/23/2018
ALGOMA,27500,ORE,USS,5/23/2018
CSL,31893,COAL,ROBIND_CA,5/23/2018
LLT,26000,ORE,Algoma Steel,5/23/2018
ALGOMA,29704,ORE,Arcelor Mittal (Dofasco),5/23/2018
ALGOMA,27200,SALT,Sifto,5/23/2018
CSL,24405,SALT,Windsor Salt,5/23/2018
CSL,29031,SALT,Windsor Salt,5/23/2018
