Date,Tons
3/6/2020,29500
3/8/2020,29500
3/10/2020,29500
3/14/2020,29500
3/14/2020,29500
3/19/2020,29500
3/19/2020,29500
3/22/2020,43857
3/23/2020,22000
3/24/2020,32301
3/24/2020,29500
3/24/2020,26548
3/24/2020,29479
3/24/2020,27500
3/24/2020,29500
3/24/2020,28300
3/25/2020,29500
3/25/2020,29704
3/25/2020,26070
3/25/2020,25514
3/26/2020,29650
3/26/2020,22000
3/27/2020,22000
3/27/2020,25876
3/27/2020,28480
3/27/2020,30508
3/28/2020,28800
3/28/2020,27900
3/29/2020,22000
3/29/2020,29500
3/29/2020,27572
3/29/2020,27295
3/30/2020,28500
3/30/2020,20737
3/30/2020,61055
3/31/2020,28100
3/31/2020,22000
3/31/2020,22000
4/1/2020,30758
4/1/2020,29500
4/1/2020,28712
4/1/2020,24000
4/1/2020,28500
4/1/2020,22000
4/2/2020,10008
4/2/2020,29500
4/3/2020,18000
4/3/2020,29500
4/3/2020,28800
4/3/2020,22000
4/3/2020,29500
4/3/2020,45790
4/4/2020,30304
4/4/2020,27912
4/4/2020,29500
4/4/2020,24000
4/4/2020,29905
4/5/2020,30795
4/5/2020,22000
4/5/2020,27900
4/5/2020,28500
4/5/2020,29500
4/5/2020,28500
4/5/2020,29704
4/5/2020,27296
4/5/2020,18793
4/6/2020,28300
4/6/2020,29500
4/6/2020,22000
4/6/2020,22000
4/7/2020,30526
4/7/2020,26000
4/7/2020,28763
4/7/2020,27500
4/7/2020,22000
4/7/2020,28800
4/7/2020,18000
4/8/2020,29650
4/8/2020,65262
4/8/2020,25930
4/8/2020,29500
4/8/2020,24000
4/8/2020,33121
4/8/2020,27463
4/9/2020,22000
4/10/2020,18000
4/10/2020,26000
4/10/2020,22000
4/10/2020,18000
4/10/2020,29500
4/11/2020,28300
4/11/2020,22000
4/11/2020,25200
4/11/2020,33367
4/11/2020,42165
4/11/2020,29500
4/12/2020,26000
4/12/2020,28800
4/12/2020,24000
4/12/2020,29704
4/12/2020,27900
4/12/2020,29500
4/13/2020,25238
4/13/2020,23370
4/13/2020,18000
4/14/2020,28500
4/14/2020,21634
4/14/2020,26000
4/14/2020,22000
4/15/2020,28500
4/15/2020,24000
4/15/2020,22000
4/15/2020,28800
4/16/2020,22000
4/16/2020,37032
4/16/2020,29500
4/16/2020,27500
4/16/2020,29500
4/16/2020,28109
4/17/2020,29500
4/17/2020,63422
4/17/2020,26000
4/18/2020,18000
4/18/2020,29957
4/18/2020,30215
4/18/2020,27900
4/18/2020,24000
4/18/2020,22000
4/18/2020,22000
4/18/2020,30958
4/18/2020,18000
4/18/2020,28500
4/18/2020,29500
4/18/2020,33676
4/18/2020,32064
4/18/2020,28100
4/18/2020,44623
4/19/2020,27581
4/20/2020,29500
4/20/2020,22000
4/20/2020,26000
4/20/2020,29500
4/20/2020,22000
4/20/2020,25182
4/21/2020,18000
4/21/2020,33484
4/21/2020,29500
4/21/2020,28948
4/21/2020,22000
4/22/2020,28800
4/22/2020,18000
4/22/2020,28500
4/22/2020,36992
4/22/2020,33010
4/23/2020,26000
4/23/2020,22000
4/23/2020,28500
4/23/2020,27767
4/23/2020,29650
4/23/2020,29500
4/23/2020,28100
4/23/2020,24000
4/24/2020,22000
4/24/2020,18000
4/24/2020,29500
4/24/2020,29500
4/24/2020,25380
4/24/2020,26000
4/24/2020,31670
4/25/2020,44124
4/25/2020,24036
4/25/2020,27500
4/25/2020,25200
4/25/2020,29500
4/25/2020,22000
4/25/2020,31061
4/25/2020,18000
4/25/2020,26000
4/25/2020,30967
4/26/2020,22000
4/26/2020,22000
4/26/2020,18000
4/26/2020,24000
4/27/2020,28500
4/27/2020,29704
4/27/2020,28300
4/27/2020,26000
4/27/2020,18000
4/27/2020,29500
4/27/2020,27500
4/27/2020,29500
4/27/2020,22000
4/28/2020,29650
4/28/2020,22000
4/28/2020,18000
4/28/2020,27900
4/29/2020,20643
4/29/2020,24000
4/29/2020,32637
4/29/2020,37965
4/29/2020,28800
4/30/2020,22000
4/30/2020,18000
4/30/2020,22000
4/30/2020,29500
5/1/2020,27809
5/1/2020,65185
5/1/2020,33731
5/1/2020,26000
5/1/2020,42904
5/1/2020,18000
5/1/2020,28300
5/1/2020,25136
5/1/2020,22000
5/2/2020,28500
5/2/2020,29831
5/2/2020,22000
5/2/2020,30711
5/2/2020,29500
5/2/2020,28808
5/2/2020,27500
5/2/2020,24000
5/2/2020,24733
5/2/2020,33207
5/2/2020,29500
5/2/2020,33760
5/3/2020,29500
5/3/2020,29500
5/3/2020,18000
5/3/2020,22000
5/3/2020,18000
5/4/2020,22000
5/4/2020,27900
5/4/2020,25554
5/4/2020,18000
5/5/2020,38154
5/5/2020,22000
5/5/2020,29500
5/6/2020,21889
5/6/2020,29500
5/6/2020,26000
5/6/2020,22000
5/6/2020,18000
5/6/2020,29500
5/6/2020,28100
5/7/2020,42733
5/7/2020,24000
5/7/2020,27500
5/7/2020,31778
5/7/2020,28500
5/7/2020,26000
5/7/2020,29570
5/7/2020,22000
5/7/2020,22000
5/7/2020,18000
5/7/2020,27500
5/8/2020,25814
5/8/2020,27900
5/8/2020,30652
5/8/2020,26000
5/8/2020,27801
5/9/2020,28721
5/9/2020,29500
5/9/2020,25000
5/9/2020,28500
5/9/2020,28800
5/9/2020,26214
5/9/2020,29500
5/10/2020,25200
5/10/2020,18000
5/10/2020,24000
5/10/2020,26000
5/10/2020,22000
5/10/2020,29704
5/10/2020,29500
5/11/2020,38057
5/11/2020,64440
5/11/2020,33309
5/11/2020,29650
5/11/2020,28442
5/11/2020,25000
5/11/2020,22000
5/12/2020,28300
5/12/2020,29855
5/12/2020,28500
5/12/2020,26975
5/12/2020,29500
5/12/2020,18000
5/12/2020,42345
5/12/2020,25319
5/13/2020,27500
5/13/2020,18000
5/13/2020,24000
5/13/2020,31479
5/13/2020,22000
5/14/2020,27900
5/14/2020,29500
5/14/2020,25000
5/15/2020,29500
5/15/2020,31706
5/15/2020,22000
5/15/2020,27500
5/15/2020,26000
5/15/2020,29704
5/15/2020,25448
5/15/2020,28800
5/15/2020,18000
5/15/2020,61315
5/15/2020,28500
5/16/2020,25000
5/16/2020,26709
5/16/2020,30778
5/16/2020,22000
5/16/2020,24000
5/16/2020,22000
5/16/2020,22000
5/16/2020,29500
5/16/2020,31002
5/16/2020,33205
5/17/2020,28500
5/17/2020,29500
5/17/2020,26000
5/17/2020,28300
5/17/2020,29500
5/18/2020,22037
5/18/2020,27544
5/19/2020,41514
5/19/2020,28500
5/19/2020,18000
5/19/2020,30442
5/19/2020,24000
5/19/2020,22000
5/19/2020,28562
5/20/2020,18000
5/20/2020,29500
5/20/2020,26000
5/20/2020,25411
5/20/2020,28522
5/20/2020,28800
5/21/2020,27450
5/21/2020,22000
5/21/2020,25300
5/21/2020,22000
5/21/2020,29500
5/21/2020,18000
5/21/2020,22319
5/22/2020,30971
5/22/2020,24000
5/22/2020,27900
5/22/2020,29500
5/22/2020,22000
5/22/2020,22000
5/22/2020,30118
5/22/2020,29500
5/23/2020,28168
5/23/2020,26000
5/23/2020,29500
5/24/2020,66413
5/24/2020,29500
5/24/2020,30832
5/24/2020,29500
5/24/2020,18000
5/24/2020,25200
5/25/2020,29650
5/25/2020,29500
5/25/2020,28800
5/25/2020,32726
5/25/2020,26000
5/25/2020,27500
5/25/2020,29500
5/25/2020,24000
5/26/2020,18000
5/26/2020,22000
5/26/2020,25423
5/26/2020,22000
5/26/2020,30499
5/27/2020,28500
5/27/2020,29500
5/27/2020,29500
5/27/2020,41219
5/27/2020,30498
5/28/2020,24000
5/28/2020,29500
5/28/2020,26000
5/28/2020,26915
5/28/2020,29500
5/28/2020,19601
5/28/2020,25000
5/29/2020,18000
5/29/2020,17003
5/29/2020,22000
5/29/2020,28100
5/29/2020,28500
5/29/2020,27900
5/29/2020,29704
5/30/2020,22000
5/30/2020,24000
5/30/2020,29500
5/30/2020,27500
5/31/2020,28026
5/31/2020,26000
5/31/2020,22000
5/31/2020,34832
5/31/2020,22000
5/31/2020,25000
5/31/2020,28800
6/1/2020,26866
6/1/2020,33838
6/1/2020,27268
6/1/2020,29500
6/1/2020,65855
6/1/2020,29500
6/1/2020,30228
6/2/2020,28191
6/2/2020,22000
6/2/2020,28300
6/2/2020,22000
6/2/2020,29650
6/2/2020,29500
6/2/2020,24853
6/2/2020,22000
6/2/2020,29500
6/2/2020,32890
6/3/2020,29500
6/3/2020,41431
6/3/2020,22000
6/3/2020,27500
6/3/2020,26000
6/4/2020,24000
6/4/2020,28500
6/4/2020,25200
6/5/2020,29500
6/5/2020,22000
6/5/2020,26000
6/5/2020,29500
6/5/2020,22000
6/5/2020,33769
6/5/2020,30313
6/5/2020,22081
6/6/2020,27012
6/6/2020,22000
6/6/2020,27900
6/6/2020,29500
6/6/2020,29500
6/6/2020,28850
6/7/2020,30815
6/7/2020,24000
6/7/2020,28300
6/7/2020,30369
6/7/2020,22000
6/7/2020,27500
6/7/2020,18000
6/8/2020,22000
6/8/2020,22000
6/8/2020,26000
6/8/2020,29500
6/8/2020,29500
6/8/2020,27833
6/9/2020,30963
6/9/2020,34000
6/9/2020,28800
6/9/2020,26235
6/9/2020,29500
6/10/2020,26000
6/10/2020,22000
6/10/2020,25180
6/10/2020,28959
6/11/2020,27500
6/11/2020,22000
6/11/2020,25000
6/11/2020,28500
6/11/2020,29500
6/12/2020,40747
6/12/2020,29500
6/12/2020,29704
6/13/2020,60780
6/13/2020,29167
6/13/2020,28449
6/13/2020,29500
6/13/2020,22000
6/13/2020,22000
6/13/2020,31017
6/13/2020,27900
6/14/2020,28500
6/14/2020,24070
6/14/2020,27500
6/14/2020,26000
6/14/2020,28100
6/14/2020,29500
6/14/2020,29500
6/15/2020,32364
6/15/2020,32551
6/15/2020,29500
6/15/2020,28800
6/15/2020,29650
6/15/2020,24552
6/15/2020,24000
6/16/2020,22000
6/16/2020,29500
6/16/2020,26000
6/16/2020,18000
6/16/2020,28300
6/16/2020,22000
6/16/2020,22000
6/17/2020,29500
6/17/2020,29500
6/17/2020,29704
6/17/2020,25000
6/17/2020,30477
6/18/2020,29500
6/18/2020,29904
6/18/2020,21075
6/18/2020,27500
6/18/2020,39431
6/18/2020,28660
6/18/2020,33635
6/19/2020,28100
6/19/2020,26000
6/19/2020,28500
6/19/2020,22000
6/20/2020,22000
6/20/2020,29500
6/20/2020,29500
6/20/2020,26889
6/20/2020,30945
6/20/2020,64840
6/20/2020,26000
6/20/2020,29500
6/21/2020,27757
6/21/2020,30885
6/21/2020,28783
6/21/2020,27900
6/21/2020,24000
6/21/2020,22000
6/21/2020,28500
6/22/2020,22000
6/22/2020,25136
6/23/2020,33129
6/23/2020,25000
6/23/2020,29500
6/23/2020,29500
6/23/2020,25200
6/23/2020,26000
6/23/2020,18000
6/24/2020,22000
6/24/2020,29500
6/24/2020,25047
6/24/2020,22000
6/24/2020,30165
6/25/2020,27500
6/25/2020,24000
6/25/2020,27900
6/25/2020,28800
6/25/2020,28500
6/25/2020,29500
6/25/2020,30767
6/25/2020,29500
6/26/2020,29650
6/26/2020,30301
6/26/2020,28822
6/26/2020,28778
6/26/2020,22000
6/26/2020,24854
6/26/2020,26000
6/26/2020,29500
6/26/2020,22000
6/26/2020,39878
6/27/2020,29500
6/27/2020,25000
6/27/2020,22000
6/27/2020,29500
6/27/2020,29500
6/28/2020,27500
6/28/2020,28300
6/28/2020,22000
6/28/2020,28100
6/28/2020,25210
6/29/2020,29500
6/29/2020,29500
6/29/2020,32796
6/29/2020,29500
6/29/2020,26503
6/29/2020,29932
6/30/2020,30251
6/30/2020,22000
6/30/2020,22000
6/30/2020,27018
6/30/2020,18000
6/30/2020,28500
6/30/2020,29704
7/1/2020,26000
7/1/2020,24000
7/1/2020,29500
7/1/2020,29500
7/2/2020,27900
7/2/2020,29500
7/2/2020,25000
7/2/2020,29500
7/3/2020,18000
7/3/2020,39653
7/3/2020,22000
7/3/2020,22000
7/3/2020,28500
7/3/2020,30353
7/3/2020,29500
7/4/2020,33791
7/4/2020,26000
7/4/2020,22000
7/4/2020,22000
7/4/2020,28500
7/4/2020,29926
7/4/2020,27500
7/4/2020,18000
7/5/2020,32577
7/5/2020,29500
7/5/2020,31439
7/5/2020,25416
7/6/2020,28800
7/6/2020,26000
7/6/2020,22000
7/6/2020,18000
7/6/2020,22000
7/6/2020,25000
7/7/2020,28522
7/7/2020,18000
7/7/2020,29500
7/7/2020,25200
7/7/2020,23136
7/7/2020,28500
7/7/2020,27900
7/7/2020,18000
7/8/2020,28100
7/8/2020,29292
7/8/2020,28062
7/8/2020,28942
7/8/2020,22000
7/8/2020,25311
7/8/2020,29500
7/8/2020,29500
7/8/2020,22000
7/8/2020,29704
7/8/2020,30931
7/9/2020,38319
7/9/2020,26000
7/9/2020,18000
7/9/2020,24000
7/9/2020,10010
7/9/2020,29650
7/9/2020,22000
7/10/2020,25000
7/10/2020,29500
7/10/2020,27500
7/10/2020,29500
7/10/2020,18000
7/11/2020,24328
7/11/2020,22000
7/11/2020,32726
7/11/2020,27900
7/11/2020,20005
7/12/2020,22000
7/12/2020,18000
7/12/2020,20000
7/12/2020,22000
7/12/2020,22000
7/12/2020,25000
7/13/2020,30515
7/13/2020,27585
7/13/2020,22000
7/13/2020,29500
7/13/2020,24000
7/13/2020,28500
7/13/2020,29500
7/13/2020,18000
7/14/2020,18000
7/14/2020,28500
7/14/2020,29500
7/14/2020,28522
7/14/2020,26000
7/14/2020,27500
7/14/2020,28300
7/14/2020,22000
7/15/2020,30299
7/15/2020,30348
7/15/2020,38615
7/15/2020,28404
7/15/2020,29650
7/15/2020,18000
7/15/2020,28800
7/16/2020,29500
7/16/2020,22000
7/16/2020,26787
7/16/2020,29500
7/16/2020,29500
7/16/2020,18000
7/16/2020,24735
7/16/2020,22000
7/17/2020,29500
7/17/2020,22000
7/17/2020,28036
7/17/2020,30888
7/18/2020,24123
7/18/2020,25000
7/18/2020,27500
7/18/2020,22000
7/18/2020,18000
7/18/2020,32498
7/18/2020,30257
7/19/2020,29500
7/19/2020,24726
7/19/2020,28817
7/19/2020,22000
7/19/2020,27900
7/19/2020,24000
7/19/2020,25200
7/20/2020,65862
7/20/2020,18000
7/20/2020,28300
7/20/2020,29704
7/20/2020,25000
7/20/2020,29500
7/20/2020,26000
7/20/2020,30254
7/20/2020,29500
7/20/2020,28100
7/21/2020,22000
7/21/2020,18000
7/21/2020,22000
7/21/2020,29171
7/21/2020,38651
7/21/2020,22000
7/22/2020,28500
7/22/2020,29811
7/22/2020,22678
7/22/2020,28500
7/22/2020,29500
7/23/2020,29500
7/23/2020,18000
7/23/2020,29750
7/23/2020,31026
7/23/2020,18000
7/24/2020,24000
7/24/2020,26000
7/24/2020,25377
7/24/2020,27900
7/24/2020,29704
7/24/2020,28775
7/24/2020,18000
7/24/2020,25000
7/25/2020,22000
7/25/2020,28800
7/25/2020,29500
7/25/2020,29500
7/25/2020,26000
7/25/2020,29500
7/25/2020,22000
7/25/2020,29573
7/26/2020,18000
7/26/2020,22000
7/26/2020,27500
7/26/2020,26099
7/26/2020,29500
7/26/2020,28542
7/26/2020,29500
7/26/2020,28100
7/26/2020,22000
7/27/2020,22714
7/27/2020,33792
7/27/2020,22000
7/28/2020,38830
7/28/2020,22000
7/28/2020,27500
7/28/2020,30713
7/28/2020,30251
7/28/2020,26000
7/28/2020,29500
7/28/2020,29650
7/29/2020,28500
7/29/2020,22000
7/29/2020,28118
7/29/2020,29803
7/29/2020,33206
7/30/2020,22000
7/30/2020,22000
7/30/2020,24000
7/30/2020,27900
7/30/2020,29500
7/30/2020,25201
7/30/2020,25000
7/30/2020,29500
7/30/2020,18000
7/30/2020,28800
7/31/2020,18000
7/31/2020,29500
7/31/2020,33815
7/31/2020,22000
7/31/2020,27500
7/31/2020,29500
8/1/2020,36606
8/1/2020,28500
8/1/2020,33991
8/1/2020,24000
8/1/2020,28300
8/1/2020,26000
8/1/2020,22000
8/2/2020,18000
8/2/2020,22000
8/2/2020,30294
8/2/2020,29500
8/2/2020,29704
8/2/2020,22000
8/2/2020,28500
8/3/2020,39722
8/3/2020,25204
8/3/2020,26338
8/3/2020,33861
8/4/2020,29500
8/4/2020,27500
8/4/2020,29500
8/4/2020,24000
8/4/2020,32997
8/4/2020,26000
8/4/2020,29500
8/5/2020,25000
8/5/2020,29650
8/6/2020,21581
8/6/2020,28226
8/6/2020,25068
8/6/2020,22000
8/6/2020,29500
8/6/2020,18000
8/6/2020,25200
8/6/2020,24000
8/6/2020,28300
8/6/2020,18000
8/6/2020,27578
8/6/2020,28500
8/7/2020,29500
8/7/2020,30154
8/7/2020,29704
8/7/2020,27900
8/7/2020,26000
8/7/2020,28520
8/8/2020,28100
8/8/2020,27500
8/8/2020,18000
8/8/2020,28511
8/8/2020,27500
8/9/2020,22000
8/9/2020,29500
8/9/2020,36748
8/9/2020,22000
8/9/2020,32808
8/9/2020,23779
8/9/2020,28500
8/9/2020,22000
8/9/2020,29500
8/9/2020,18000
8/9/2020,29500
8/9/2020,28500
8/10/2020,26000
8/10/2020,32485
8/10/2020,32753
8/10/2020,25000
8/10/2020,27900
8/10/2020,24000
8/10/2020,28800
8/10/2020,22000
8/11/2020,25140
8/11/2020,26000
8/11/2020,38852
8/11/2020,18000
8/11/2020,29500
8/11/2020,25761
8/11/2020,22000
8/12/2020,27500
8/12/2020,33208
8/12/2020,18000
8/12/2020,27500
8/13/2020,18000
8/13/2020,29500
8/13/2020,22000
8/13/2020,29500
8/13/2020,28132
8/13/2020,25200
8/13/2020,10002
8/13/2020,25000
8/14/2020,30553
8/14/2020,22000
8/14/2020,29500
8/14/2020,26000
8/15/2020,66027
8/15/2020,26959
8/15/2020,29500
8/15/2020,28100
8/15/2020,30356
8/15/2020,27900
8/15/2020,22000
8/15/2020,27500
8/15/2020,26455
8/16/2020,28588
8/16/2020,29650
8/16/2020,29500
8/16/2020,28278
8/16/2020,29849
8/16/2020,24000
8/17/2020,29500
8/17/2020,29500
8/17/2020,24246
8/17/2020,36775
8/17/2020,28800
8/17/2020,26000
8/18/2020,18000
8/18/2020,29500
8/18/2020,22000
8/18/2020,28500
8/18/2020,30324
8/18/2020,60423
8/18/2020,29500
8/19/2020,22000
8/19/2020,29704
8/19/2020,27500
8/19/2020,22000
8/19/2020,28300
8/19/2020,29500
8/19/2020,38327
8/19/2020,27900
8/20/2020,28500
8/20/2020,26000
8/20/2020,18000
8/20/2020,18000
8/21/2020,29500
8/21/2020,29650
8/21/2020,24000
8/21/2020,22000
8/22/2020,25000
8/22/2020,29500
8/22/2020,31003
8/22/2020,18000
8/22/2020,21047
8/22/2020,29500
8/22/2020,23785
8/22/2020,22000
8/22/2020,29985
8/23/2020,30509
8/23/2020,28033
8/23/2020,18000
8/23/2020,27500
8/23/2020,29500
8/23/2020,22000
8/23/2020,26000
8/23/2020,28300
8/24/2020,15837
8/24/2020,29500
8/24/2020,36681
8/24/2020,22000
8/25/2020,18000
8/25/2020,27500
8/25/2020,25744
8/25/2020,29500
8/25/2020,28280
8/26/2020,29704
8/26/2020,24000
8/26/2020,27900
8/26/2020,22000
8/26/2020,22000
8/26/2020,38829
8/26/2020,28500
8/27/2020,29500
8/27/2020,18000
8/27/2020,25000
8/27/2020,29500
8/27/2020,26000
8/28/2020,30802
8/28/2020,27500
8/28/2020,22000
8/28/2020,29500
8/28/2020,28500
8/28/2020,29500
8/28/2020,29500
8/28/2020,18000
8/28/2020,22000
8/28/2020,25222
8/29/2020,30380
8/29/2020,28696
8/29/2020,26403
8/29/2020,28100
8/29/2020,27500
8/29/2020,25200
8/29/2020,28406
8/30/2020,18000
8/30/2020,22000
8/30/2020,33077
8/30/2020,28500
8/30/2020,29500
8/30/2020,26000
8/31/2020,24872
8/31/2020,27900
8/31/2020,22000
8/31/2020,18000
8/31/2020,22000
8/31/2020,28800
8/31/2020,29500
9/1/2020,25000
9/1/2020,26000
9/1/2020,22435
9/1/2020,22000
9/1/2020,39011
9/2/2020,24000
9/2/2020,30491
9/2/2020,29650
9/2/2020,27500
9/2/2020,29500
9/2/2020,31000
9/2/2020,18000
9/3/2020,29500
9/3/2020,29704
9/3/2020,22000
9/3/2020,29177
9/3/2020,29500
9/3/2020,22000
9/4/2020,29980
9/4/2020,22000
9/4/2020,30860
9/4/2020,29500
9/4/2020,18000
9/4/2020,27900
9/4/2020,18000
9/4/2020,26000
9/4/2020,20190
9/4/2020,28300
9/4/2020,28100
9/4/2020,24522
9/4/2020,29500
9/5/2020,25000
9/5/2020,29500
9/5/2020,28500
9/5/2020,24000
9/5/2020,33534
9/5/2020,27500
9/5/2020,26000
9/6/2020,22000
9/6/2020,18000
9/6/2020,28611
9/6/2020,31023
9/6/2020,25492
9/6/2020,25670
9/7/2020,25200
9/7/2020,29500
9/7/2020,29500
9/7/2020,30376
9/7/2020,22000
9/7/2020,32139
9/7/2020,39096
9/7/2020,67382
9/8/2020,29500
9/8/2020,29500
9/8/2020,30357
9/8/2020,26000
9/9/2020,29500
9/9/2020,28800
9/9/2020,22000
9/9/2020,28620
9/9/2020,29500
9/9/2020,30904
9/9/2020,18000
9/9/2020,28300
9/10/2020,26000
9/10/2020,27500
9/11/2020,29500
9/11/2020,27500
9/12/2020,25000
9/12/2020,22000
9/12/2020,24000
9/12/2020,29500
9/12/2020,29500
9/13/2020,28219
9/13/2020,27215
9/13/2020,22000
9/13/2020,28500
9/14/2020,22000
9/14/2020,38788
9/14/2020,21863
9/14/2020,29848
9/14/2020,29500
9/14/2020,18000
9/14/2020,29500
9/15/2020,26000
9/15/2020,28500
9/15/2020,12015
9/15/2020,30860
9/16/2020,25827
9/16/2020,33439
9/16/2020,18000
9/16/2020,29500
9/16/2020,27900
9/16/2020,24000
9/16/2020,29704
9/17/2020,22000
9/17/2020,23104
9/17/2020,29650
9/17/2020,5628
9/17/2020,29500
9/18/2020,29500
9/18/2020,27500
9/18/2020,26927
9/18/2020,29500
9/18/2020,25000
9/18/2020,22000
9/18/2020,26707
9/18/2020,28800
9/19/2020,18000
9/19/2020,28100
9/19/2020,29500
9/19/2020,30539
9/19/2020,22196
9/19/2020,22000
9/19/2020,26000
9/20/2020,27500
9/20/2020,28878
9/20/2020,22000
9/20/2020,18000
9/20/2020,29500
9/20/2020,66459
9/20/2020,29704
9/21/2020,38066
9/21/2020,27900
9/21/2020,29007
9/21/2020,29500
9/22/2020,18000
9/22/2020,25200
9/22/2020,21166
9/22/2020,24000
9/22/2020,33184
9/22/2020,28300
9/22/2020,22000
9/23/2020,30891
9/23/2020,22000
9/23/2020,25000
9/23/2020,18000
9/23/2020,25493
9/23/2020,29500
9/23/2020,30350
9/24/2020,29500
9/24/2020,28855
9/24/2020,28100
9/24/2020,18000
9/25/2020,28500
9/25/2020,24000
9/25/2020,29500
9/25/2020,27500
9/25/2020,18000
9/25/2020,22000
9/25/2020,26000
9/25/2020,24500
9/25/2020,27900
9/25/2020,25000
9/25/2020,30442
9/25/2020,22000
9/26/2020,29500
9/26/2020,18000
9/26/2020,62311
9/26/2020,22000
9/26/2020,33316
9/27/2020,28800
9/27/2020,28500
9/27/2020,21674
9/27/2020,28551
9/27/2020,29500
9/27/2020,18000
9/27/2020,29500
9/28/2020,26000
9/28/2020,25000
9/28/2020,25354
9/28/2020,39218
9/28/2020,29500
9/28/2020,24000
9/28/2020,34264
9/28/2020,30180
9/29/2020,27900
9/29/2020,22000
9/29/2020,28800
9/29/2020,27500
9/29/2020,18000
9/29/2020,29500
9/29/2020,28300
9/29/2020,29500
9/29/2020,28500
9/29/2020,22000
9/29/2020,26057
9/29/2020,22000
9/30/2020,28616
9/30/2020,22190
9/30/2020,26000
9/30/2020,28303
9/30/2020,18000
10/1/2020,29408
10/1/2020,24000
10/1/2020,22000
10/1/2020,29500
10/1/2020,25000
10/1/2020,22000
10/1/2020,25456
10/1/2020,28500
10/1/2020,27079
10/1/2020,29500
10/1/2020,18000
10/2/2020,22000
10/2/2020,28903
10/2/2020,26000
10/2/2020,18000
10/2/2020,29500
10/2/2020,11015
10/2/2020,29650
10/3/2020,27500
10/3/2020,27500
10/3/2020,29500
10/3/2020,18000
10/3/2020,29500
10/4/2020,25000
10/4/2020,22000
10/4/2020,27900
10/4/2020,29500
10/4/2020,22000
10/4/2020,29500
10/5/2020,26000
10/5/2020,29286
10/5/2020,28987
10/5/2020,30756
10/5/2020,21753
10/6/2020,29704
10/6/2020,29500
10/6/2020,26000
10/6/2020,22000
10/6/2020,22000
10/6/2020,37726
10/6/2020,25000
10/6/2020,22000
10/7/2020,25200
10/7/2020,18000
10/7/2020,28100
10/7/2020,24997
10/8/2020,29650
10/8/2020,27898
10/8/2020,30805
10/8/2020,27367
10/8/2020,27500
10/8/2020,29500
10/8/2020,28500
10/9/2020,24000
10/9/2020,29500
10/9/2020,28800
10/9/2020,28556
10/9/2020,27500
10/9/2020,25000
10/9/2020,28608
10/9/2020,30406
10/10/2020,28500
10/10/2020,22000
10/10/2020,26000
10/10/2020,22000
10/11/2020,28484
10/11/2020,18000
10/11/2020,57518
10/11/2020,29704
10/11/2020,29500
10/11/2020,21641
10/11/2020,60929
10/11/2020,27900
10/11/2020,18000
10/11/2020,30755
10/11/2020,25000
10/12/2020,29500
10/12/2020,28300
10/12/2020,22000
10/12/2020,29500
10/12/2020,28100
10/12/2020,26045
10/12/2020,22000
10/13/2020,29500
10/13/2020,27500
10/13/2020,27500
10/13/2020,18000
10/13/2020,39751
10/13/2020,22000
10/14/2020,28271
10/14/2020,26000
10/14/2020,25000
10/14/2020,29500
10/15/2020,27500
10/15/2020,29500
10/15/2020,22000
10/15/2020,28500
10/15/2020,32554
10/16/2020,28706
10/16/2020,22000
10/16/2020,25578
10/16/2020,26679
10/16/2020,22000
10/16/2020,18000
10/16/2020,26000
10/17/2020,27500
10/17/2020,15019
10/17/2020,24000
10/18/2020,22000
10/18/2020,28163
10/18/2020,30396
10/18/2020,28500
10/18/2020,29500
10/18/2020,25000
10/18/2020,29500
10/19/2020,28877
10/19/2020,27900
10/19/2020,21044
10/19/2020,29500
10/19/2020,26000
10/19/2020,29543
10/19/2020,22000
10/20/2020,29500
10/20/2020,18000
10/20/2020,25000
10/20/2020,29650
10/20/2020,10839
10/21/2020,18000
10/21/2020,24000
10/21/2020,41053
10/21/2020,29500
10/21/2020,31808
10/21/2020,22000
10/21/2020,26737
10/21/2020,27500
10/21/2020,29704
10/21/2020,27500
10/21/2020,28300
10/21/2020,25200
10/22/2020,26500
10/22/2020,29500
10/22/2020,29500
10/22/2020,30347
10/22/2020,18000
10/22/2020,22000
10/23/2020,28500
10/23/2020,33840
10/23/2020,24000
10/23/2020,26000
10/24/2020,18000
10/24/2020,25000
10/25/2020,26500
10/25/2020,22000
10/25/2020,29286
10/25/2020,27500
10/25/2020,18000
10/25/2020,30695
10/25/2020,22000
10/25/2020,25000
10/25/2020,27500
10/25/2020,28100
10/26/2020,24000
10/26/2020,29650
10/26/2020,29500
10/26/2020,24737
10/26/2020,22000
10/26/2020,33791
10/26/2020,27900
10/27/2020,28800
10/27/2020,29704
10/27/2020,18000
10/28/2020,22000
10/28/2020,26000
10/28/2020,40878
10/28/2020,24000
10/28/2020,29500
10/28/2020,29174
10/28/2020,30475
10/28/2020,27222
10/28/2020,23737
10/28/2020,25500
10/28/2020,22000
10/28/2020,29500
10/28/2020,29500
10/29/2020,29850
10/29/2020,22000
10/29/2020,25000
10/29/2020,18000
10/29/2020,28500
10/29/2020,27500
10/30/2020,57324
10/30/2020,22000
10/30/2020,27500
10/30/2020,28677
10/30/2020,28300
10/30/2020,26500
10/30/2020,26000
10/31/2020,29500
10/31/2020,18000
10/31/2020,18000
10/31/2020,28670
10/31/2020,29500
11/1/2020,31942
11/1/2020,30208
